lockitver|DO NOT DELETE THIS LINE! 2896
itm_sarranid_mail_coif_pl|Сарранидский кольчужный койф
itm_sarranid_veiled_helmet|Сарранидский шлем с вуалью
itm_sarranid_veiled_helmet_pl|Сарранидский шлем с вуалью
itm_nordic_archer_helmet|Нордский кожаный шлем
itm_nordic_archer_helmet_pl|Нордский кожаный шлем
itm_nordic_veteran_archer_helmet|Нордский кожаный шлем
itm_nordic_veteran_archer_helmet_pl|Нордский кожаный шлем
itm_nordic_footman_helmet|Нордский шлем пехотинца
itm_nordic_footman_helmet_pl|Нордский шлем пехотинца
itm_nordic_fighter_helmet|Нордский боевой шлем
itm_nordic_fighter_helmet_pl|Нордский боевой шлем
itm_nordic_huscarl_helmet|Нордский шлем хускарла
itm_nordic_huscarl_helmet_pl|Нордский шлем хускарла
itm_nordic_warlord_helmet|Нордский шлем военачальника
itm_nordic_warlord_helmet_pl|Нордский шлем военачальника
itm_vaegir_fur_cap|Шапка с мехом
itm_vaegir_fur_cap_pl|Шапка с мехом
itm_vaegir_fur_helmet|Вэгирский шлем
itm_vaegir_fur_helmet_pl|Вэгирский шлем
itm_vaegir_spiked_helmet|Шипастая шапка
itm_vaegir_spiked_helmet_pl|Шипастая шапка
itm_vaegir_lamellar_helmet|Шлем с ламеллярной защитой
itm_vaegir_lamellar_helmet_pl|Шлем с ламеллярной защитой
itm_vaegir_noble_helmet|Вэгирский дворянский шлем
itm_vaegir_noble_helmet_pl|Вэгирский дворянский шлем
itm_vaegir_war_helmet|Вэгирский боевой шлем
itm_vaegir_war_helmet_pl|Вэгирский боевой шлем
itm_vaegir_mask|Вэгирская боевая маска
itm_vaegir_mask_pl|Вэгирская боевая маска
itm_bascinet|Бацинет
itm_bascinet_pl|Бацинет
itm_bascinet_2|Бацинет с бармицей
itm_bascinet_2_pl|Бацинет с бармицей
itm_bascinet_3|Бацинет с наносником
itm_bascinet_3_pl|Бацинет с наносником
itm_guard_helmet|Шлем стражника
itm_guard_helmet_pl|Шлем стражника
itm_black_helmet|Чёрный шлем
itm_black_helmet_pl|Чёрный шлем
itm_full_helm|Полный шлем
itm_full_helm_pl|Полный шлем
itm_great_helmet|Большой шлем
itm_great_helmet_pl|Большой шлем
itm_winged_great_helmet|Крылатый большой шлем
itm_winged_great_helmet_pl|Крылатый большой шлем
itm_wooden_stick|Деревянная палка
itm_wooden_stick_pl|Деревянная палка
itm_cudgel|Дубинка
itm_cudgel_pl|Дубинка
itm_hammer|Молот
itm_hammer_pl|Молот
itm_club|Булава
itm_club_pl|Булава
itm_winged_mace|Ламеллярная булава
itm_winged_mace_pl|Ламеллярная булава
itm_spiked_mace|Шипастая булава
itm_spiked_mace_pl|Шипастая булава
itm_military_hammer|Военный молот
itm_military_hammer_pl|Военный молот
itm_maul|Кувалда
itm_maul_pl|Кувалда
itm_sledgehammer|Тяжёлая кувалда
itm_sledgehammer_pl|Тяжёлая кувалда
itm_warhammer|Боевой молот
itm_warhammer_pl|Боевой молот
itm_pickaxe|Кирка
itm_pickaxe_pl|Кирка
itm_spiked_club|Шипастая дубина
itm_spiked_club_pl|Шипастая дубина
itm_fighting_pick|Боевой клевец
itm_fighting_pick_pl|Боевой клевец
itm_military_pick|Военный клевец
itm_military_pick_pl|Военный клевец
itm_morningstar|Моргенштерн
itm_morningstar_pl|Моргенштерн
itm_sickle|Серп
itm_sickle_pl|Серп
itm_cleaver|Тесак
itm_cleaver_pl|Тесак
itm_knife|Нож
itm_knife_pl|Нож
itm_butchering_knife|Разделочный нож
itm_butchering_knife_pl|Разделочный нож
itm_dagger|Кинжал
itm_dagger_pl|Кинжал
itm_falchion|Фальшион
itm_falchion_pl|Фальшион
itm_scimitar|Скимитар
itm_scimitar_pl|Скимитар
itm_scimitar_b|Элитный скимитар
itm_scimitar_b_pl|Элитный скимитар
itm_arabian_sword_a|Сарранидский меч
itm_arabian_sword_a_pl|Сарранидский меч
itm_arabian_sword_b|Сарранидский широкий меч
itm_arabian_sword_b_pl|Сарранидский широкий меч
itm_sarranid_cavalry_sword|Сарранидский кавалерийский меч
itm_sarranid_cavalry_sword_pl|Сарранидский кавалерийский меч
itm_arabian_sword_d|Сарранидский меч стражника
itm_arabian_sword_d_pl|Сарранидский меч стражника
itm_great_sword|Длинный меч
itm_great_sword_pl|Длинный меч
itm_sword_of_war|Боевой меч
itm_sword_of_war_pl|Боевой меч
itm_hatchet|Топорик
itm_hatchet_pl|Топорик
itm_hand_axe|Ручной топор
itm_hand_axe_pl|Ручной топор
itm_fighting_axe|Боевой топор
itm_fighting_axe_pl|Боевой топор
itm_axe|Топор
itm_axe_pl|Топор
itm_voulge|Вульж
itm_voulge_pl|Вульж
itm_battle_axe|Секира
itm_battle_axe_pl|Секира
itm_war_axe|Боевой топор
itm_war_axe_pl|Боевой топор
itm_sword_two_handed_b|Двуручник
itm_sword_two_handed_b_pl|Двуручник
itm_sword_two_handed_a|Длинный меч
itm_sword_two_handed_a_pl|Длинный меч
itm_khergit_sword_two_handed_a|Двуручная сабля
itm_khergit_sword_two_handed_a_pl|Двуручная сабля
itm_khergit_sword_two_handed_b|Двуручная сабля
itm_khergit_sword_two_handed_b_pl|Двуручная сабля
itm_two_handed_cleaver|Боевой тесак
itm_two_handed_cleaver_pl|Боевой тесак
itm_military_cleaver_b|Солдатский тесак
itm_military_cleaver_b_pl|Солдатский тесак
itm_military_cleaver_c|Военный тесак
itm_military_cleaver_c_pl|Военный тесак
itm_military_sickle_a|Военный серп
itm_military_sickle_a_pl|Военный серп
itm_bastard_sword_a|Полуторный меч
itm_bastard_sword_a_pl|Полуторный меч
itm_bastard_sword_b|Тяжёлый полуторный меч
itm_bastard_sword_b_pl|Тяжёлый полуторный меч
itm_one_handed_war_axe_a|Одноручный топор
itm_one_handed_war_axe_a_pl|Одноручный топор
itm_one_handed_battle_axe_a|Одноручный боевой топор
itm_one_handed_battle_axe_a_pl|Одноручный боевой топор
itm_one_handed_war_axe_b|Одноручный боевой топор
itm_one_handed_war_axe_b_pl|Одноручный боевой топор
itm_one_handed_battle_axe_b|Одноручный боевой топор
itm_one_handed_battle_axe_b_pl|Одноручный боевой топор
itm_one_handed_battle_axe_c|Одноручный боевой топор
itm_one_handed_battle_axe_c_pl|Одноручный боевой топор
itm_two_handed_axe|Двуручный топор
itm_two_handed_axe_pl|Двуручный топор
itm_two_handed_battle_axe_2|Двуручный боевой топор
itm_two_handed_battle_axe_2_pl|Двуручный боевой топор
itm_shortened_voulge|Укороченный вульж
itm_shortened_voulge_pl|Укороченный вульж
itm_great_axe|Большой топор
itm_great_axe_pl|Большой топор
itm_long_axe|Длинный топор
itm_long_axe_pl|Длинный топор
itm_long_axe_alt|Длинный топор
itm_long_axe_alt_pl|Длинный топор
itm_long_axe_b|Боевой длинный топор
itm_long_axe_b_pl|Боевой длинный топор
itm_long_axe_b_alt|Боевой длинный топор
itm_long_axe_b_alt_pl|Боевой длинный топор
itm_long_axe_c|Большой длинный топор
itm_long_axe_c_pl|Большой длинный топор
itm_long_axe_c_alt|Большой боевой длинный топор
itm_long_axe_c_alt_pl|Большой боевой длинный топор
itm_bardiche|Бердыш
itm_bardiche_pl|Бердыш
itm_great_bardiche|Большой бердыш
itm_great_bardiche_pl|Большой бердыш
itm_long_bardiche|Длинный бердыш
itm_long_bardiche_pl|Длинный бердыш
itm_great_long_bardiche|Большой длинный бердыш
itm_great_long_bardiche_pl|Большой длинный бердыш
itm_hafted_blade_b|Клинок на древке
itm_hafted_blade_b_pl|Клинок на древке
itm_hafted_blade_a|Клинок на древке
itm_hafted_blade_a_pl|Клинок на древке
itm_shortened_military_scythe|Укороченная военная коса
itm_shortened_military_scythe_pl|Укороченная военная коса
itm_sword_medieval_a|Меч
itm_sword_medieval_a_pl|Меч
itm_sword_medieval_b|Меч
itm_sword_medieval_b_pl|Меч
itm_sword_medieval_b_small|Короткий меч
itm_sword_medieval_b_small_pl|Короткий меч
itm_sword_medieval_c|Рыцарский меч
itm_sword_medieval_c_pl|Рыцарский меч
itm_sword_medieval_c_small|Короткий рыцарский меч
itm_sword_medieval_c_small_pl|Короткий рыцарский меч
itm_sword_medieval_c_long|Широкий меч
itm_sword_medieval_c_long_pl|Широкий меч
itm_sword_medieval_d_long|Длинный широкий меч
itm_sword_medieval_d_long_pl|Длинный широкий меч
itm_sword_viking_1|Нордский меч
itm_sword_viking_1_pl|Нордский меч
itm_sword_viking_2|Нордский меч
itm_sword_viking_2_pl|Нордский меч
itm_sword_viking_2_small|Нордский короткий меч
itm_sword_viking_2_small_pl|Нордский короткий меч
itm_sword_viking_3|Нордский боевой меч
itm_sword_viking_3_pl|Нордский боевой меч
itm_sword_viking_3_small|Нордский короткий меч
itm_sword_viking_3_small_pl|Нордский короткий меч
itm_sword_khergit_1|Кочевническая сабля
itm_sword_khergit_1_pl|Кочевническая сабля
itm_sword_khergit_2|Сабля
itm_sword_khergit_2_pl|Сабля
itm_sword_khergit_3|Сабля
itm_sword_khergit_3_pl|Сабля
itm_sword_khergit_4|Тяжёлая сабля
itm_sword_khergit_4_pl|Тяжёлая сабля
itm_mace_1|Шипастая дубина
itm_mace_1_pl|Шипастая дубина
itm_mace_2|Булава с заклёпками
itm_mace_2_pl|Булава с заклёпками
itm_mace_3|Шипастая булава
itm_mace_3_pl|Шипастая булава
itm_mace_4|Булава
itm_mace_4_pl|Булава
itm_club_with_spike_head|Дубина с шипом
itm_club_with_spike_head_pl|Дубина с шипом
itm_long_spiked_club|Длинная дубина с шипом
itm_long_spiked_club_pl|Длинная дубина с шипом
itm_long_hafted_knobbed_mace|Булава на длинной рукояти
itm_long_hafted_knobbed_mace_pl|Булава на длинной рукояти
itm_long_hafted_spiked_mace|Шипастая булава на длинной рукояти
itm_long_hafted_spiked_mace_pl|Шипастая булава на длинной рукояти
itm_sarranid_two_handed_mace_1|Железная булава
itm_sarranid_two_handed_mace_1_pl|Железная булава
itm_sarranid_mace_1|Железная булава
itm_sarranid_mace_1_pl|Железная булава
itm_sarranid_axe_a|Железная секира
itm_sarranid_axe_a_pl|Железная секира
itm_sarranid_axe_b|Железный боевой топор
itm_sarranid_axe_b_pl|Железный боевой топор
itm_sarranid_two_handed_axe_a|Сарранидская секира
itm_sarranid_two_handed_axe_a_pl|Сарранидская секира
itm_sarranid_two_handed_axe_b|Сарранидский боевой топор
itm_sarranid_two_handed_axe_b_pl|Сарранидский боевой топор
itm_scythe|Коса
itm_scythe_pl|Коса
itm_pitch_fork|Вилы
itm_pitch_fork_pl|Вилы
itm_military_fork|Военные вилы
itm_military_fork_pl|Военные вилы
itm_battle_fork|Боевые вилы
itm_battle_fork_pl|Боевые вилы
itm_boar_spear|Рогатина
itm_boar_spear_pl|Рогатина
itm_jousting_lance|Турнирное копьё
itm_jousting_lance_pl|Турнирное копьё
itm_double_sided_lance|Двустороннее копьё
itm_double_sided_lance_pl|Двустороннее копьё
itm_glaive|Глефа
itm_glaive_pl|Глефа
itm_poleaxe|Алебарда
itm_poleaxe_pl|Алебарда
itm_polehammer|Молот на древке
itm_polehammer_pl|Молот на древке
itm_staff|Посох
itm_staff_pl|Посох
itm_quarter_staff|Боевой посох
itm_quarter_staff_pl|Боевой посох
itm_iron_staff|Железный посох
itm_iron_staff_pl|Железный посох
itm_shortened_spear|Укороченное копьё
itm_shortened_spear_pl|Укороченное копьё
itm_spear|Копьё
itm_spear_pl|Копьё
itm_bamboo_spear|Бамбуковое копьё
itm_bamboo_spear_pl|Бамбуковое копьё
itm_war_spear|Боевое копьё
itm_war_spear_pl|Боевое копьё
itm_military_scythe|Военная коса
itm_military_scythe_pl|Военная коса
itm_light_lance|Лёгкое копьё
itm_light_lance_pl|Лёгкое копьё
itm_lance|Копьё
itm_lance_pl|Копьё
itm_heavy_lance|Тяжёлое копьё
itm_heavy_lance_pl|Тяжёлое копьё
itm_great_lance|Большое копьё
itm_great_lance_pl|Большое копьё
itm_pike|Пика
itm_pike_pl|Пика
itm_ashwood_pike|Ясеневая пика
itm_ashwood_pike_pl|Ясеневая пика
itm_awlpike|Шило-пика
itm_awlpike_pl|Шило-пика
itm_awlpike_long|Длинная шило-пика
itm_awlpike_long_pl|Длинная шило-пика
itm_bec_de_corbin_a|Клюв ворона
itm_bec_de_corbin_a_pl|Клюв ворона
itm_wooden_shield|Деревянный щит
itm_wooden_shield_pl|Деревянный щит
itm_nordic_shield|Нордский щит
itm_nordic_shield_pl|Нордский щит
itm_fur_covered_shield|Меховой щит
itm_fur_covered_shield_pl|Меховой щит
itm_steel_shield|Стальной щит
itm_steel_shield_pl|Стальной щит
itm_plate_covered_round_shield|Круглый щит с пластинами
itm_plate_covered_round_shield_pl|Круглый щит с пластинами
itm_leather_covered_round_shield|Кожаный круглый щит
itm_leather_covered_round_shield_pl|Кожаный круглый щит
itm_hide_covered_round_shield|Круглый щит, обтянутый шкурой
itm_hide_covered_round_shield_pl|Круглый щит, обтянутый шкурой
itm_shield_heater_c|Боевой щит
itm_shield_heater_c_pl|Боевой щит
itm_norman_shield_1|Щит-кайт
itm_norman_shield_1_pl|Щит-кайт
itm_norman_shield_2|Щит-кайт
itm_norman_shield_2_pl|Щит-кайт
itm_norman_shield_3|Щит-кайт
itm_norman_shield_3_pl|Щит-кайт
itm_norman_shield_4|Щит-кайт
itm_norman_shield_4_pl|Щит-кайт
itm_norman_shield_5|Щит-кайт
itm_norman_shield_5_pl|Щит-кайт
itm_norman_shield_6|Щит-кайт
itm_norman_shield_6_pl|Щит-кайт
itm_norman_shield_7|Щит-кайт
itm_norman_shield_7_pl|Щит-кайт
itm_norman_shield_8|Щит-кайт
itm_norman_shield_8_pl|Щит-кайт
itm_tab_shield_round_a|Старый круглый щит
itm_tab_shield_round_a_pl|Старый круглый щит
itm_tab_shield_round_b|Простой круглый щит
itm_tab_shield_round_b_pl|Простой круглый щит
itm_tab_shield_round_c|Круглый щит
itm_tab_shield_round_c_pl|Круглый щит
itm_tab_shield_round_d|Тяжёлый круглый щит
itm_tab_shield_round_d_pl|Тяжёлый круглый щит
itm_tab_shield_round_e|Круглый щит хускарла
itm_tab_shield_round_e_pl|Круглый щит хускарла
itm_tab_shield_kite_a|Старый щит-кайт
itm_tab_shield_kite_a_pl|Старый щит-кайт
itm_tab_shield_kite_b|Простой щит-кайт
itm_tab_shield_kite_b_pl|Простой щит-кайт
itm_tab_shield_kite_c|Щит-кайт
itm_tab_shield_kite_c_pl|Щит-кайт
itm_tab_shield_kite_d|Тяжёлый щит-кайт
itm_tab_shield_kite_d_pl|Тяжёлый щит-кайт
itm_tab_shield_kite_cav_a|Кавалерийский щит-кайт
itm_tab_shield_kite_cav_a_pl|Кавалерийский щит-кайт
itm_tab_shield_kite_cav_b|Рыцарский щит-кайт
itm_tab_shield_kite_cav_b_pl|Рыцарский щит-кайт
itm_tab_shield_heater_a|Старый боевой щит
itm_tab_shield_heater_a_pl|Старый боевой щит
itm_tab_shield_heater_b|Простой боевой щит
itm_tab_shield_heater_b_pl|Простой боевой щит
itm_tab_shield_heater_c|Боевой щит
itm_tab_shield_heater_c_pl|Боевой щит
itm_tab_shield_heater_d|Тяжёлый боевой щит
itm_tab_shield_heater_d_pl|Тяжёлый боевой щит
itm_tab_shield_heater_cav_a|Кавалерийский боевой щит
itm_tab_shield_heater_cav_a_pl|Кавалерийский боевой щит
itm_tab_shield_heater_cav_b|Рыцарский боевой щит
itm_tab_shield_heater_cav_b_pl|Рыцарский боевой щит
itm_tab_shield_pavise_a|Старый прямоугольный щит
itm_tab_shield_pavise_a_pl|Старый прямоугольный щит
itm_tab_shield_pavise_b|Простой прямоугольный щит
itm_tab_shield_pavise_b_pl|Простой прямоугольный щит
itm_tab_shield_pavise_c|Прямоугольный щит
itm_tab_shield_pavise_c_pl|Прямоугольный щит
itm_tab_shield_pavise_d|Тяжёлый прямоугольный щит
itm_tab_shield_pavise_d_pl|Тяжёлый прямоугольный щит
itm_tab_shield_small_round_a|Простой кавалерийский щит
itm_tab_shield_small_round_a_pl|Простой кавалерийский щит
itm_tab_shield_small_round_b|Круглый кавалерийский щит
itm_tab_shield_small_round_b_pl|Круглый кавалерийский щит
itm_tab_shield_small_round_c|Элитный кавалерийский щит
itm_tab_shield_small_round_c_pl|Элитный кавалерийский щит
itm_darts|Метательные дротики
itm_darts_pl|Метательные дротики
itm_war_darts|Боевые дротики
itm_war_darts_pl|Боевые дротики
itm_javelin|Дротики
itm_javelin_pl|Дротики
itm_javelin_melee|Дротик
itm_javelin_melee_pl|Дротик
itm_throwing_spears|Метательные копья
itm_throwing_spears_pl|Метательные копья
itm_throwing_spear_melee|Метательное копьё
itm_throwing_spear_melee_pl|Метательное копьё
itm_jarid|Джариды
itm_jarid_pl|Джариды
itm_jarid_melee|Джарид
itm_jarid_melee_pl|Джарид
itm_stones|Камни
itm_stones_pl|Камни
itm_throwing_knives|Метательные ножи
itm_throwing_knives_pl|Метательные ножи
itm_throwing_daggers|Метательные кинжалы
itm_throwing_daggers_pl|Метательные кинжалы
itm_light_throwing_axes|Лёгкие метательные топоры
itm_light_throwing_axes_pl|Лёгкие метательные топоры
itm_light_throwing_axes_melee|Лёгкий метательный топор
itm_light_throwing_axes_melee_pl|Лёгкий метательный топор
itm_throwing_axes|Метательные топоры
itm_throwing_axes_pl|Метательные топоры
itm_throwing_axes_melee|Метательный топор
itm_throwing_axes_melee_pl|Метательный топор
itm_heavy_throwing_axes|Тяжёлые метательные топоры
itm_heavy_throwing_axes_pl|Тяжёлые метательные топоры
itm_heavy_throwing_axes_melee|Тяжёлый метательный топор
itm_heavy_throwing_axes_melee_pl|Тяжёлый метательный топор
itm_hunting_bow|Охотничий лук
itm_hunting_bow_pl|Охотничий лук
itm_short_bow|Короткий лук
itm_short_bow_pl|Короткий лук
itm_nomad_bow|Кочевнический лук
itm_nomad_bow_pl|Кочевнический лук
itm_long_bow|Длинный лук
itm_long_bow_pl|Длинный лук
itm_khergit_bow|Хергитский лук
itm_khergit_bow_pl|Хергитский лук
itm_strong_bow|Мощный лук
itm_strong_bow_pl|Мощный лук
itm_war_bow|Боевой лук
itm_war_bow_pl|Боевой лук
itm_hunting_crossbow|Охотничий арбалет
itm_hunting_crossbow_pl|Охотничий арбалет
itm_light_crossbow|Лёгкий арбалет
itm_light_crossbow_pl|Лёгкий арбалет
itm_crossbow|Арбалет
itm_crossbow_pl|Арбалет
itm_heavy_crossbow|Тяжёлый арбалет
itm_heavy_crossbow_pl|Тяжёлый арбалет
itm_sniper_crossbow|Осадный арбалет
itm_sniper_crossbow_pl|Осадный арбалет
itm_flintlock_pistol|Кремнёвый пистолет
itm_flintlock_pistol_pl|Кремнёвый пистолет
itm_torch|Факел
itm_torch_pl|Факел
itm_lyre|Лира
itm_lyre_pl|Лира
itm_lute|Лютня
itm_lute_pl|Лютня
itm_strange_armor|Странный доспех
itm_strange_armor_pl|Странный доспех
itm_strange_boots|Странные сапоги
itm_strange_boots_pl|Странные сапоги
itm_strange_helmet|Странный шлем
itm_strange_helmet_pl|Странный шлем
itm_strange_sword|Странный меч
itm_strange_sword_pl|Странный меч
itm_strange_great_sword|Странный длинный меч
itm_strange_great_sword_pl|Странный длинный меч
itm_strange_short_sword|Странный короткий меч
itm_strange_short_sword_pl|Странный короткий меч
itm_court_dress|Придворное платье
itm_court_dress_pl|Придворное платье
itm_rich_outfit|Богатый наряд
itm_rich_outfit_pl|Богатый наряд
itm_khergit_guard_armor|Хергитский доспех стражника
itm_khergit_guard_armor_pl|Хергитский доспех стражника
itm_felt_steppe_cap|Меховая степная шапка
itm_felt_steppe_cap_pl|Меховая степная шапка
itm_khergit_war_helmet|Хергитский боевой шлем
itm_khergit_war_helmet_pl|Хергитский боевой шлем
itm_khergit_helmet|Хергитский шлем
itm_khergit_helmet_pl|Хергитский шлем
itm_khergit_guard_boots|Хергитские сапоги стражника
itm_khergit_guard_boots_pl|Хергитские сапоги стражника
itm_khergit_guard_helmet|Хергитский шлем стражника
itm_khergit_guard_helmet_pl|Хергитский шлем стражника
itm_khergit_cavalry_helmet|Хергитский кавалерийский шлем
itm_khergit_cavalry_helmet_pl|Хергитский кавалерийский шлем
itm_black_hood|Чёрный капюшон
itm_black_hood_pl|Чёрный капюшон
itm_light_leather|Лёгкий кожаный доспех
itm_light_leather_pl|Лёгкий кожаный доспех
itm_light_leather_boots|Лёгкие кожаные сапоги
itm_light_leather_boots_pl|Лёгкие кожаные сапоги
itm_mail_and_plate|Кольчуга с пластинами
itm_mail_and_plate_pl|Кольчуга с пластинами
itm_light_mail_and_plate|Лёгкая кольчуга с пластинами
itm_light_mail_and_plate_pl|Лёгкая кольчуга с пластинами
itm_byzantion_helmet_a|Византийский шлем
itm_byzantion_helmet_a_pl|Византийский шлем
itm_magyar_helmet_a|Мадьярский шлем
itm_magyar_helmet_a_pl|Мадьярский шлем
itm_rus_helmet_a|Русский шлем
itm_rus_helmet_a_pl|Русский шлем
itm_sipahi_helmet_a|Шлем сипахи
itm_sipahi_helmet_a_pl|Шлем сипахи
itm_shahi|Шахи
itm_shahi_pl|Шахи
itm_rabati|Рабати
itm_rabati_pl|Рабати
itm_tunic_with_green_cape|Туника с зелёным плащом
itm_tunic_with_green_cape_pl|Туника с зелёным плащом
itm_keys|Связка ключей
itm_keys_pl|Связка ключей
itm_bride_dress|Свадебное платье
itm_bride_dress_pl|Свадебное платье
itm_bride_crown|Цветочный венок
itm_bride_crown_pl|Цветочный венок
itm_bride_shoes|Свадебные туфли
itm_bride_shoes_pl|Свадебные туфли
itm_practice_bow_2|Тренировочный лук
itm_practice_bow_2_pl|Тренировочный лук
itm_practice_arrows_2|Тренировочные стрелы
itm_practice_arrows_2_pl|Тренировочные стрелы
itm_plate_boots|Латные сапоги
itm_plate_boots_pl|Латные сапоги
itm_items_end|Конец предметов
itm_items_end_pl|Конец предметов
