lockitver|DO NOT DELETE THIS LINE! 2896
dlga_start:companion_rehire.3|Итак... вы хотите взять меня обратно?
dlga_minister_issues:minister_pretalk|Есть вопрос, требующий вашего внимания: распря между {s11} и {s12} чрезмерно обострилась. Если вы вмешаетесь, рискуете обидеть одного из лордов. Но если останетесь бездействовать, будете выглядеть слабым. Таковы проблемы короля, {господин/госпожа}.
dlga_minister_issues:minister_talk|У {s1} сейчас нет господина. Возможно, вам следует оставить всё как есть, ведь лорды иногда склонны приближаться к сюзеренам, у которых есть земли для раздачи. Но в настоящий момент никто не собирает возможные доходы.
dlga_minister_issues:minister_talk.1|В настоящее время нет срочных дел, требующих вашего внимания. Однако я должен отметить, господин, что я не особенно искусен в политике и что я стремлюсь уйти в частную жизнь. Если вы хотите проводить что-то кроме самых базовых директив, я предлагаю назначить доверенного спутника вместо меня. Могу ли я тем временем чем-то вам помочь?
dlga_minister_issues:center_captured_lord_advice|[Не должно появляться - существует для предотвращения ошибки, связанной с советом лорда о захваченном центре]
dlga_minister_issues:minister_talk.2|Если позволите дать совет, {господин/госпожа}? Похоже, что ваши права как независимого монарха не совсем признаются, что может доставить нам проблемы позже. Возможно, было бы разумно найти другое королевство, с которым у вас общие интересы, и добиться признания от него, чтобы утвердиться как равный среди других королей Кальрадии.
dlga_minister_issues:minister_talk.3|В настоящее время нет особо важных дел, требующих вашего внимания. Есть что-то, что нужно сделать?
dlga_minister_pretalk:minister_talk|У вас есть для меня поручение?
dlga_minister_talk:combined_political_quests|Есть ли у вас планы по укреплению сплочённости вашего королевства?
dlga_minister_talk:minister_diplomatic_kingdoms|Я хочу отправить посла.
dlga_minister_talk:minister_indict|Я хочу обвинить неверного вассала в измене.
dlga_minister_talk:minister_replace|Я хочу, чтобы вы ушли в отставку с поста министра.
dlga_minister_talk:minister_replace.1|Я хочу, чтобы вы снова присоединились ко мне.
dlga_minister_talk:minister_grant_fief|Я хочу, чтобы вы пожаловали лен одному из моих вассалов.
dlga_minister_talk:close_window|На данный момент это всё.
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|К кому следует отправить посла?
dlga_minister_diplomatic_kingdoms:minister_pretalk|К сожалению, сейчас некого послать.
dlga_minister_diplomatic_kingdoms_select:minister_diplomatic_initiative_type|{s10} из {s11}{s14}
dlga_minister_diplomatic_initiative_type:minister_diplomatic_initiative_type_select|Что вы хотите ему сообщить?
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary|Что наши королевства должны подписать перемирие.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.1|Что я хочу стать вассалом под его защитой.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.2|Что я хочу оказать ему милость от короля к королю.
dlga_minister_diplomatic_initiative_type_select:minister_declare_war|Что я объявляю ему войну.
dlga_minister_diplomatic_initiative_type_select:close_window|Всё в порядке.
dlga_minister_declare_war:minister_declare_war_confirm|{s12}
dlga_minister_declare_war_confirm:minister_declare_war_confirm_yes|Именно так. Я хочу вести войну против {s12}.
dlga_minister_declare_war_confirm:minister_pretalk|Хмм. Может, всё-таки нет.
dlga_minister_declare_war_confirm_yes:minister_pretalk|Как прикажете. Мы теперь в состоянии войны с {s12}. Пусть небеса даруют нам победу.
dlga_minister_diplomatic_emissary:minister_emissary_select|Кто должен быть вашим послом? Вам следует выбрать одного из ваших доверенных лиц, но он также должен уметь убедительно выступать. Кого-то, кто может умело вести переговоры, не провоцируя.
dlga_minister_emissary_select:minister_emissary_dispatch|{s11}
dlga_minister_emissary_select:minister_pretalk|Я не знаю такого человека.
dlga_minister_emissary_dispatch:minister_diplomatic_dispatch_confirm|Хорошо – я отправлю {s11} к {s12} в {s14}.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk|Да, сделайте это.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk.1|Подождите с этим немного.
dlga_minister_replace:minister_replace_select|Как пожелаете. Кого вы назначите на моё место?
dlga_minister_replace_select:minister_replace_confirm|{s4}
dlga_minister_replace_select:minister_replace_confirm.1|Моя супруга, {s4}.
dlga_minister_replace_select:minister_pretalk|Подождите с этим немного.
dlga_minister_replace_confirm:close_window|Очень хорошо. {s9} ваш новый министр. Мне было честью служить вам. Я буду наготове, если понадоблюсь снова.
dlga_minister_replace_confirm:close_window.1|Очень хорошо. {s9} ваш новый министр. Мне было честью служить вам.
dlga_minister_grant_fief:minister_grant_fief_select|Какой из ваших ленов вы хотите пожаловать?
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}
dlga_minister_grant_fief_select:minister_pretalk|Всё в порядке.
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|И кто должен получить этот лен?
dlga_minister_grant_fief_select_recipient_choice:minister_grant_fief_complete|{s1}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|Всё в порядке.
dlga_minister_grant_fief_complete:minister_pretalk|Хорошо - {s2} получит {s1} в качестве лена.
dlga_minister_indict:minister_indict_select|Печальные новости, {господин/госпожа}. Кто, по вашему мнению, планирует предать вас?
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|Всё в порядке.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Хорошо подумайте об этом, {господин/госпожа}. Если вы несправедливо обвините {s4} в измене, это может отпугнуть других от служения вам. Однако, если вы уверены, что {reg4?она:он} скоро {reg4?предала:предал} бы вас, возможно, лучше действовать превентивно, чтобы получить контроль над {reg4?её:его} крепостями.
dlga_minister_indict_confirm_answer:minister_indict_conclude|Я думал об этом достаточно долго. Отправляйте обвинительное письмо!
dlga_minister_indict_confirm_answer:minister_pretalk|Может, мне следует подождать ещё немного...
dlga_minister_indict_conclude:minister_pretalk|Оно отправлено, {господин/госпожа}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12}, я хочу оставить {s1} себе. (Лен: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, вам следует оставить {s1} себе. (Лен: {s0})
dlga_center_captured_lord_advice_2:minister_issues|Как пожелаете, {господин/госпожа}. {reg6?Я:{reg7?Вы:{s11}}} теперь {reg3?госпожа:господин} {s1}.
dlga_center_captured_lord_advice_2:close_window|Хмм. Хорошо, {playername}. Я высоко ценю ваш совет. {s1} теперь будет управляться {reg6?мной:{reg7?вами:{s11}}} как {reg3?госпожа:господин}.
dlga_event_triggered:companion_quitting|Простите, {s5} – есть кое-что, что я должен вам сказать.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Говоря вам правду, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|Что ж, тогда идите своей дорогой.
dlga_companion_quitting_response:companion_quitting_persuasion|Может, я смогу изменить ваше мнение?
dlga_companion_quitting_persuasion:close_window|Хмм, если так, я останусь ещё немного. Может, станет лучше...
dlga_companion_quitting_persuasion:companion_quitting_response|Простите, но к чему вы клоните? Я ухожу – нравится вам это или нет...
dlga_companion_quitting_response:companion_quitting_no|В этом отряде мы вешаем дезертиров на ближайшем дереве.
dlga_companion_quitting_no:companion_quitting_no_confirm|О... Понятно... Вы серьёзно?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Смертельно серьёзно. Либо вы покинете этот отряд по моему приказу, либо мы понесём вас на вашем щите.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Нет, я бы так далеко не зашёл. Вы свободны.
dlga_companion_quitting_yes:close_window|Тогда это прощание. Может, мы ещё встретимся, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Хмм, тогда я останусь.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Спасибо, я ценю вашу поддержку.
dlga_companion_objection_response:close_window.1|Надеюсь, это больше не повторится.
dlga_companion_objection_response:close_window.2|Ваше возражение принято к сведению. А теперь возвращайтесь в строй.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} ценный член этого отряда. Я не хочу, чтобы вы провоцировали дальнейшие ссоры с {reg11?ней:ним}.
dlga_companion_personalityclash2_response:close_window.1|Скажите {s11}, что я поддерживаю вас в этом вопросе, и что {reg11?она:он} должен {reg11?ей:ему} держать язык за зубами.
dlga_companion_personalityclash2_response:close_window.2|У меня нет времени на ваши ссоры. Не беспокойте меня больше этой ерундой.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} ценный член этого отряда. Я не хочу, чтобы вы провоцировали дальнейшие ссоры с {reg11?ней:ним}.
dlga_companion_personalityclash_response:close_window.1|Скажите {s11}, что я поддерживаю вас в этом вопросе, и что {reg11?она:он} должен {reg11?ей:ему} держать язык за зубами.
dlga_companion_personalityclash_response:close_window.2|У меня нет времени на ваши ссоры. Не беспокойте меня больше этой ерундой.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Очень хорошо.
dlga_event_triggered:companion_sisterly_advice|{s5}
dlga_companion_sisterly_advice:close_window|Спасибо.
dlga_companion_sisterly_advice:close_window.1|Я бы предпочёл не говорить о подобных вещах.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Расскажите мне больше.
dlga_companion_home_description:close_window|У нас сейчас нет времени на беседы.
dlga_companion_home_description:close_window.1|Я бы предпочёл, чтобы мои спутники не беспокоили меня такими пустяками.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
dlga_rebel_thanks_answer:rebel_thanks_answer_2|Мне было честью сражаться за ваше дело, {reg65?госпожа:мой господин}.
dlga_rebel_thanks_answer:rebel_thanks_answer_2.1|Вы всегда можете быть уверены в моей преданной верности, {reg65?моя госпожа:господин}.
dlga_rebel_thanks_answer_2:close_window|Мне будет не хватать этой жизни искателя приключений с вами, но мой долг зовёт меня. Итак... прощайте, {playername}. Надеюсь, скоро увижу вас снова.
dlga_event_triggered:companion_political_grievance_response|{s21}
dlga_companion_political_grievance_response:close_window|Ваше мнение принято к сведению.
dlga_event_triggered:companion_rejoin_response|Приветствую вас, {s21}. Могу я снова присоединиться к вам?
dlga_event_triggered:companion_rejoin_response.1|Ах, {s21}, наконец-то я нашёл вас. Я всем рассказал о ваших притязаниях и готов снова присоединиться к вам.
dlga_event_triggered:companion_rejoin_response.2|Ах, {s21}, наконец-то я нашёл вас. Остальную часть моего отчёта вы получите в письменном виде.
dlga_event_triggered:companion_embassy_results|Ах, {s21}, наконец-то я нашёл вас. Я вернулся из своей миссии в {s31}. В целом я бы сказал, {s14}.
dlga_companion_embassy_results:companion_rejoin_response|В этом письме {s12} обращается к вам как к {господину/госпоже} {s4}, что в какой-то степени означает признание вас суверенным и независимым монархом.
dlga_companion_embassy_results:companion_rejoin_response.1|В своём письме {s12} обращается к вам просто как к {playername}, опуская все титулы. Это не включает признания вашего права на власть.
dlga_companion_embassy_results:companion_rejoin_response.2|{s12} говорит, что вашего нынешнего перемирия должно быть достаточно.
dlga_companion_embassy_results:companion_truce_confirm|{s12} говорит, что готов рассмотреть сорокадневное перемирие.
dlga_companion_embassy_results:companion_rejoin_response.3|{s12} говорит, что не хочет заключать мир.
dlga_companion_truce_confirm:companion_rejoin_response|Хорошо – пусть оружие между нами и {s4} замолчит!
dlga_companion_truce_confirm:companion_rejoin_response.1|С другой стороны... может быть, это сейчас не в наших интересах.
dlga_companion_embassy_results:companion_rejoin_response.4|{s12} говорит, что вы уже присягнули другому правителю.
dlga_companion_embassy_results:companion_rejoin_response.5|{s12} говорит, что не верит, что вы выполните свои обязательства как вассал, и подозревает, что ваше предложение – лишь уловка.
dlga_companion_embassy_results:vassalage_offer_confirm|{s12} говорит, что примет вас в качестве вассала. Он даёт вам 30 дней, чтобы найти его. В течение этого периода он не будет выступать против вас.
dlga_vassalage_offer_confirm:companion_rejoin_response|Скажите ему, что я принимаю его условия...
dlga_companion_truce_confirm:companion_rejoin_response.2|Хотя... возможно, это сейчас не в наших интересах...
dlga_companion_rejoin_response:close_window|С возвращением, мой друг!
dlga_companion_rejoin_response:companion_rejoin_refused|К сожалению, я пока не могу принять вас обратно.
dlga_companion_rejoin_refused:close_window|Как пожелаете. Я займусь своими делами и навещу вас через пару дней.
dlga_event_triggered:close_window.1|Простите – я просто разговариваю сам с собой [ОШИБКА - {s51}]
dlga_start:lord_talk|Моя госпожа, если вы хотите вступить в брак, мы можем отправиться на пир в {s4} и там перед правителем дать наши брачные обеты.
dlga_start:lord_talk.1|Моя госпожа, я устал ждать собрания лордов этого королевства. Отправьтесь со мной в {s4}, чтобы дать там наши брачные обеты.
dlga_start:lord_talk.2|Моя госпожа, я устал ждать собрания лордов этого королевства. Возможно, нам следует пожениться в ближайшем дворце при первой возможности.
dlga_start:lord_groom_vows|Моя госпожа, я устал от ожидания. Давайте дадим наши брачные обеты прямо сейчас.
dlga_start:lord_groom_vows.1|Моя госпожа, как радуются мои глаза, видя вас! Мы можем продолжить с брачными обетами.
dlga_lord_groom_vows:female_pc_marriage_vow|Моя госпожа, перед собранием лордов как свидетелями, клянусь взять вас в жёны, почитать, любить и защищать вас. Пусть небеса благословят нас здоровьем, богатством и детьми.
dlga_female_pc_marriage_vow:lord_groom_wedding_complete|Клянусь взять вас в мужья.
dlga_female_pc_marriage_vow:close_window|Подождите – мне нужно об этом подумать.
dlga_lord_groom_wedding_complete:close_window|Теперь мы муж и жена. Пусть начнутся торжества!
dlga_start:close_window.7|Очень хорошо. Вы привели свой довод. Мне больше нечего сказать.
dlga_start:close_window.8|Хорошо, {господин/госпожа}! Пожалуйста, не пытайтесь встать, так как я просто снова вас сброшу. Я принимаю ваше молчание за извинение. Хорошего дня.
dlga_start:close_window.9|Хорошо. Вы ясно выразили свою точку зрения. Я отзываю своё обещание. Надеюсь, это вас удовлетворяет.
dlga_start:close_window.10|Ха! Теперь мы не такие рыцарственные, да? Ну а теперь не докучайте мне больше.
dlga_start:close_window.11|Очень хорошо – вы победили. Пусть все присутствующие станут свидетелями вашей победы надо мной, и что я откажусь от ухаживаний за {s10}. Вы теперь удовлетворены, бессердечный негодяй?
dlga_start:close_window.12|Вставайте. Пусть все присутствующие станут свидетелями моей победы над вами, и что вы теперь откажетесь от ухаживаний за {s10}. Я позволю вам один последний визит, чтобы попрощаться. Если после этого вы продолжите настаивать на встрече с ней, все будут знать, что вы бесчестный человек.
dlga_start:player_siege_castle_commander_1|Чего вы хотите?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|Сдавайтесь! Ваше положение безнадёжно!
dlga_player_siege_castle_commander_1:close_window|Ничего, прощайте.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|Это зависит от... Даёте ли вы своё слово чести, что с нами будут хорошо обращаться?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|Мы готовы передать вам эту крепость и уйти, если вы дадите мне слово чести, что не причините нам вреда.
dlga_player_siege_ask_surrender:close_window|Сдаться? Ха! Мы можем держать эти стены, пока не умрём стариками.
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|Я ничего вам не даю. Сдавайтесь немедленно или готовьтесь к смерти!
dlga_player_siege_ask_surrender_treatment_reject:close_window|Ублюдок. Мы будем сражаться с вами до последнего человека!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|Вас я возьму в заложники, с вашими солдатами ничего не случится. Даю вам своё слово.
dlga_player_siege_ask_surrender_treatment_accept:close_window|Что ж, на этих условиях я предлагаю свою капитуляцию.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|Вы имеете моё слово. Мы не будем нападать на вас при выходе из крепости.
dlga_player_siege_ask_leave_unmolested_accept:close_window|Что ж. Тогда мы передадим вам эту крепость. Сегодня вы можете победить, но последнее слово ещё не сказано.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|Это неприемлемо, мне нужны пленные.
dlga_player_siege_ask_leave_unmolested_reject:close_window|Тогда мы будем защищать эту крепость до смерти. На этом наша беседа окончена, прощайте.
dlga_lord_prison_break:lord_prison_break_confirm|Я пришёл освободить вас.
dlga_lord_prison_break:close_window|Всё в порядке – просто ведите себя тихо.
dlga_lord_prison_break_confirm:lord_prison_break_confirm_2|Слава небесам! Не знаю, сколько бы я ещё здесь выдержал.
dlga_lord_prison_break_confirm_2:lord_prison_break_confirm_3|Но подождите... как мы сбежим? Гарнизон схватит нас, как только мы пройдём через эту дверь. Я могу помочь вам отбиться от них, но будьте предупреждены: они кормили меня только жидкой кашей и кухонными отбросами, и я не такой сильный, как обычно.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4|Держитесь позади меня и старайтесь не участвовать в боях.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4.1|Несмотря на вашу слабость, мне нужна ваша помощь. Хватайте оружие и сражайтесь рядом со мной.
dlga_lord_prison_break_confirm_3:close_window|Просто держитесь в стороне.
dlga_lord_prison_break_confirm_4:close_window|Пошли, {s14}!
dlga_start:freed_lord_answer|Вы освободили меня. За это я навеки в вашем долгу, мой друг.
dlga_freed_lord_answer:freed_lord_answer_1|Ты никуда не пойдёшь, 'дружок'. Теперь ты мой пленник.
dlga_freed_lord_answer_1:close_window|За это я однажды воткну твою голову на копьё, ублюдок!
dlga_freed_lord_answer:freed_lord_answer_2|Господин, вы можете идти, куда пожелаете.
dlga_freed_lord_answer_2:close_window|Благодарю вас, о {господин/госпожа}. Я никогда не забываю тех, кто был добр ко мне.
dlga_start:defeat_lord_answer|{s43}
dlga_defeat_lord_answer:defeat_lord_answer_1|Теперь вы мой пленник.
dlga_defeat_lord_answer_1:close_window|Я отдан на вашу милость.
dlga_defeat_lord_answer:defeat_lord_answer_2|Вы хорошо сражались, поэтому я дарую вам свободу.
dlga_defeat_lord_answer_2:close_window|{s43}
dlga_start:party_encounter_lord_hostile_attacker|{playername}!
dlga_start:party_encounter_lord_hostile_attacker.1|Стойте!
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker|{s42}
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker_2|{s43}
dlga_party_encounter_lord_hostile_attacker_2:close_window|Мы будем сражаться до конца!
dlga_party_encounter_lord_hostile_attacker_2:lord_recruit_1_relation|Остановитесь! Есть кое-что, что я должен рассказать вам с глазу на глаз.
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|Нельзя ли избежать этой схватки? Я не хочу сражаться с вами.
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|Не нападайте, мы сдаёмся!
dlga_party_encounter_offer_dont_fight:close_window|Я должен вам услугу, не так ли? Хорошо... пусть будет так. В этот раз я ещё отпущу вас.
dlga_party_encounter_offer_dont_fight:close_window.1|{s43}
dlga_start:supported_pretender_talk|Я жду вашего совета, {playername}.
dlga_start:pretender_intro_1|Мы знакомы?
dlga_pretender_intro_1:pretender_intro_2|Моё имя {playername}. К вашим услугам.
dlga_pretender_intro_1:pretender_intro_2.1|Я {playername}. Возможно, вы слышали о моих подвигах?
dlga_pretender_intro_2:pretender_intro_3|{s48}
dlga_pretender_intro_3:pretender_rebellion_cause_1|Я думал, {s12} правит {s11}?
dlga_start:pretender_start|Приветствую вас, {playername}
dlga_pretender_start:pretender_rebellion_cause_prelim|Какова была ваша история, {reg65?моя госпожа:господин}?
dlga_pretender_rebellion_cause_prelim:pretender_rebellion_cause_1|Я расскажу вам её.
dlga_pretender_rebellion_cause_1:pretender_rebellion_cause_2|{s48}
dlga_pretender_rebellion_cause_2:pretender_rebellion_cause_3|{s48}
dlga_pretender_rebellion_cause_3:pretender_start|{s48}
dlga_pretender_start:pretender_discuss_rebellion_1|Я хочу сражаться за ваше дело и поддержать вас в возвращении вашего трона!
dlga_pretender_start:pretender_end|Мне нужно идти.
dlga_pretender_discuss_rebellion_1:pretender_discuss_rebellion_2a|Вы уверены, что справитесь с задачей, {playername}? Возвращение моего трона не будет лёгким предприятием. Лорды нашего королевства все принесли клятву верности {s11}. Такие клятвы узурпатору, конечно, недействительны, и мы можем рассчитывать, что некоторые лорды присоединятся к нам, но тем не менее нам предстоит чрезвычайно тяжёлая борьба.
dlga_pretender_discuss_rebellion_2a:pretender_discuss_rebellion_2|{s11}
dlga_pretender_discuss_rebellion_2:pretender_discuss_rebellion_3|Я готов к этой борьбе.
dlga_pretender_discuss_rebellion_2:pretender_end|Вы правы. Может, мне стоит ещё немного подумать об этом.
dlga_pretender_discuss_rebellion_3:close_window|Я не сомневаюсь, что ваша поддержка моего дела искренна, {playername}, и я благодарю вас за это. Тем не менее, я не верю, что наше предприятие имело бы большие шансы на успех. Если вы сможете сделать себе имя на поле боя как выдающийся полководец, наши друзья перестанут колебаться присоединиться к нам, а наши враги будут остерегаться поднимать против нас оружие. Когда время созреет, я найду вас, но до тех пор будет мудрее не бросать открытый вызов узурпатору, {s11}.
dlga_pretender_discuss_rebellion_3:close_window.1|Разве вы уже не поддерживаете дело {s17}? Поистине, у вас должно быть ярко выраженное чувство справедливости. Тем не менее я должен отказать, я не буду частью вашей игры.
dlga_pretender_discuss_rebellion_3:close_window.2|{playername}, вы уже принесли клятву верности {s15}. По этой причине я не могу позволить вам сражаться за моё дело, чтобы мои враги могли обвинить меня в том, что я марионетка {s16}. Нет, если я хочу получить трон {s17}, я должен достичь этого только законностью моих притязаний и поддержкой моих подданных. Если вы хотите мне помочь, вам сначала придётся освободиться от клятвы верности {s15}.
dlga_pretender_discuss_rebellion_3:pretender_rebellion_ready|Вы способный воин, {playername}! Благодаря вашей репутации полководца и законности моего дела знатные люди и добрый народ {s12} наверняка придут нам на помощь толпами. Время действовать пришло! Я пойду с вами, и вместе мы свергнем узурпатора, {s11}, и вырвем трон из его окровавленных рук. Но сначала вы должны принести мне клятву верности и принять меня как своего сюзерена, {reg65?моя госпожа:мой господин}.
dlga_pretender_rebellion_ready:lord_give_oath_2|{reg3?Госпожа:Господин}, я готов посвятить себя вашему делу.
dlga_pretender_rebellion_ready:pretender_end|Давайте подождём ещё немного.
dlga_lord_give_conclude_2:close_window|Итак, в бой! Наша первая задача – захватить крепость и убедить других лордов присоединиться к нам. Ведите вперёд!
dlga_pretender_end:close_window|Тогда прощайте.
dlga_start:lord_event_choose_friend|До меня дошло, что вы подружились с этим {s43}, которого зовут {s6}. Поверьте мне, этому человеку нельзя доверять. Вам не следует больше иметь с ним дела.
dlga_lord_event_choose_friend:lord_event_choose_friend_renounce|Уверяю вас, {s65}, {s6} не из числа моих друзей.
dlga_lord_event_choose_friend_renounce:lord_pretalk|Это добрая весть, {playername}, иначе я бы опасался за вашу безопасность. Если вы встретите {s6}, будьте начеку и не верьте ни единому его слову.
dlga_lord_event_choose_friend:lord_event_choose_friend_defend|{s6} – человек чести – у вас нет права так о нём говорить!
dlga_lord_event_choose_friend_defend:lord_pretalk|Как пожелаете, {playername}. Вы, может, и глупец, но хотя бы верный глупец. С преданностью {s6} дело, вероятно, обстоит иначе...
dlga_lord_event_choose_friend:lord_event_choose_friend_neutral|Я не хочу быть втянутым в вашу распрю с {s6}.
dlga_lord_event_choose_friend_neutral:lord_pretalk|Хмм, как пожелаете, {playername}. Только не забывайте, что в этом мире нужны друзья, и если вы никогда не принимаете чью-то сторону, вы никогда их не найдёте.
dlga_start:lord_start.1|Да, моя супруга?
dlga_start:lord_start.2|Да, {господин/госпожа}?
dlga_start:lord_start.3|Рад видеть вас, старый друг!
dlga_start:lord_invite_player_monarch_1|Что ж, {playername}. Я готов упустить из виду ваше дерзкое самопровозглашение {королём/королевой} и приветствовать вас со всеми почестями как одного из моих вассалов в моём королевстве. Продолжим с клятвой верности?
dlga_lord_invite_player_monarch_1:lord_invite_2|Да... мой господин.
dlga_lord_invite_player_monarch_1:lord_enter_service_reject|Нет. Эта клятва застрянет у меня в горле.
dlga_start:lord_invite_1|{playername}, я ждал вас. Мне стало известно о ваших подвигах. Когда я постоянно слышал о вашей храбрости и героизме, я был уверен, что нашёл достойного вассала.
dlga_lord_invite_1:lord_invite_2|Благодарю вас, {s65}, вы оказываете мне честь своим предложением.
dlga_lord_invite_1:lord_invite_2.1|Приятно видеть, что моя истинная ценность признана.
dlga_lord_invite_2:lord_invite_3|Конечно. Теперь давайте обойдёмся без формальностей, {playername}; готовы ли вы принести мне клятву верности?
dlga_lord_invite_3:lord_give_oath_2|Да, {s65}.
dlga_lord_invite_3:lord_enter_service_reject|Нет, {s65}. Я не могу служить вам сейчас.
dlga_start:lord_female_pc_marriage_proposal|Моя госпожа, я много думал о нашем недавнем разговоре. Пришло время спросить вас: окажете ли вы мне честь стать моей женой?
dlga_lord_female_pc_marriage_proposal:lord_marriage_proposal_female_pc_next_step|Да, я согласна.
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_postponed|Дайте мне подумать об этом ещё немного.
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_rejected|Нет, я решила, что это не подобает.
dlga_lord_female_pc_marriage_proposal_postponed:lord_start|Конечно, моя госпожа. Возьмите столько времени, сколько вам нужно.
dlga_lord_female_pc_marriage_proposal_rejected:lord_female_pc_marriage_proposal_rejected_confirm|Вы хотите сказать, что полностью отвергаете моё предложение?
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_rejected_confirm_yes|Да, именно так.
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_postponed|Нет, вы меня неправильно поняли. Мне просто нужно больше времени подумать.
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window|Что ж, в таком случае... позвольте мне сказать вам кое-что: этими суровыми словами вы открыли мне глаза. Я согласен с вами, что мне не подобает жениться на ком-то вроде вас. Всего доброго, моя госпожа.
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window.1|Это ваше право, моя госпожа. Если вы когда-нибудь передумаете, я буду вне себя от радости!
dlga_start:lord_start.4|Моя госпожа, моё сердце наполнено радостью снова видеть вас!
dlga_start:lord_start.5|Моя госпожа, я всегда предан вам к услугам!
dlga_start:lord_start.6|Если это не мой отважный рыцарь {playername}...
dlga_start:lord_start.7|Рад снова видеть вас, {playername}...
dlga_start:lord_start.8|Мы ещё увидимся, {playername}...
dlga_start:lord_meet_neutral|Я вас знаю?
dlga_lord_meet_neutral:lord_intro|Меня зовут {playername}.
dlga_lord_meet_neutral:lord_intro.1|Моё имя {playername}. К услугам, господин.
dlga_lord_intro:lord_start|{s11}
dlga_start:lord_meet_enemy|{s43}
dlga_lord_meet_enemy:lord_intro|{s65}, я {playername}.
dlga_lord_meet_enemy:lord_intro.1|Меня зовут {playername}. Запомните это имя, потому что вы ещё много обо мне услышите.
dlga_start:lord_start.9|{s8}
dlga_lord_start:lord_start|{s42}
dlga_lair_quest_intermediate_1:lord_pretalk|Превосходная работа, {playername} – ваша смелая атака – разговор всего королевства. Несомненно, они и другие, подобные им, скоро вернутся, но вы дали этой земле короткую передышку. Мы глубоко вам благодарны.
dlga_lair_quest_intermediate_2:lord_pretalk|Что ж, {playername}, полагаю, по крайней мере некоторые из этих разбойников ускользнули от вас -- и, конечно, мирные путешественники этой земли заплатят за это цену. Тем не менее, с вашей стороны было хорошо предпринять эту попытку.
